Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply,Skills
Cloud Computing Intern,Remote,HCL Technologies,25-04-2023,Puranpur,Uttar Pradesh,Unpaid,Immediately,12 Weeks,1,30-04-2023,"AWS, Docker, Terraform, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,25-04-2023,Puranpur,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023,"Scikit-learn, Deep Learning, Python, PyTorch, NLP"
Web Development Intern,Remote,Accenture,25-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,5,12-05-2023,"Node.js, JavaScript, PHP, React"
Mobile App Development Intern,Remote,Capgemini,26-04-2023,Agra,Uttar Pradesh,Unpaid,Immediately,4 Weeks,2,05-05-2023,"Flutter, Swift, React Native"
UI/UX Design Intern,Remote,IBM India,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"Prototyping, Figma, User Research, Sketch"
DevOps Intern,Remote,Cognizant,26-04-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-10-2023,"Linux, Docker, Kubernetes, Jenkins, Git"
Blockchain Intern,Remote,Oracle India,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,05-05-2023,"Smart Contracts, Web3, Solidity, Ethereum, Hyperledger"
Software Development Intern,Hybrid,Infosys,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"SQL, Problem Solving, Git, Python"
Data Science Intern,Remote,TCS,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"TensorFlow, Pandas, SQL, Python, Statistics"
Cybersecurity Intern,Remote,Wipro,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"Security Tools, Ethical Hacking, Networking, Cryptography"
Cloud Computing Intern,Hybrid,HCL Technologies,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"CI/CD, Azure, Terraform, Docker, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,26-04-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,1 Months,2,10-05-2023,"NLP, Deep Learning, Scikit-learn"
Web Development Intern,Remote,Accenture,26-04-2023,Nighasan,Uttar Pradesh,Unpaid,Immediately,2 Months,10,10-05-2023,"React, PHP, CSS, HTML"
Mobile App Development Intern,Remote,Capgemini,26-04-2023,Kanpur,Uttar Pradesh,Unpaid,Immediately,3,1,20-05-2023,"Kotlin, Flutter, Dart"
UI/UX Design Intern,Remote,IBM India,26-04-2023,Hardoi,Uttar Pradesh,Unpaid,Immediately,1 Months,2,30-04-2023,"Adobe XD, Figma, Sketch, Prototyping"
DevOps Intern,Hybrid,Cognizant,26-04-2023,Jogulamba Gadwal,Telangana,5000 /month,Immediately,2 Months,1,07-05-2023,"Jenkins, Kubernetes, Docker, CI/CD"
Blockchain Intern,Hybrid,Oracle India,26-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-07-2024,"Smart Contracts, Ethereum, Solidity, Hyperledger"
Software Development Intern,Remote,Infosys,26-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-07-2024,"SQL, Problem Solving, Java"
Data Science Intern,Hybrid,TCS,26-04-2023,Kushinagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2,30-04-2023,"R, SQL, Pandas, Statistics, Machine Learning"
Cybersecurity Intern,Remote,Wipro,26-04-2023,Nagpur,Maharashtra,Unpaid,Immediately,2 Months,1,10-07-2023,"Security Tools, Firewalls, Networking"
Cloud Computing Intern,Hybrid,HCL Technologies,26-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023,"Docker, Kubernetes, CI/CD, Linux"
AI & Machine Learning Intern,Remote,Tech Mahindra,27-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023,"NLP, Deep Learning, Scikit-learn"
Web Development Intern,Hybrid,Accenture,27-04-2023,Cuddapah,Andhra Pradesh,Unpaid,Immediately,3 Months,5,28-04-2023,"Node.js, React, MongoDB"
Mobile App Development Intern,Remote,Capgemini,27-04-2023,Khaga,Uttar Pradesh,Unpaid,Immediately,1 Months,1,10-05-2023,"Dart, Flutter, Swift, React Native"
UI/UX Design Intern,Hybrid,IBM India,27-04-2023,Siddharth Nagar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,06-05-2023,"Wireframing, Sketch, Prototyping, Adobe XD, Figma"
DevOps Intern,Hybrid,Cognizant,27-04-2023,Unnao,Uttar Pradesh,Unpaid,Immediately,1 Months,5,31-05-2023,"Linux, Docker, Git, Jenkins"
Blockchain Intern,Hybrid,Oracle India,27-04-2023,Shikohabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2,30-04-2023,"Cryptography, Web3, Solidity, Hyperledger"
Software Development Intern,Remote,Infosys,27-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,2,30-04-2023,"SQL, Java, C++"
Data Science Intern,Remote,TCS,27-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023,"Power BI, TensorFlow, Statistics, Machine Learning"
Cybersecurity Intern,Hybrid,Wipro,27-04-2023,Hamirpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023,"Security Tools, Cryptography, Networking, Firewalls, Ethical Hacking"
Cloud Computing Intern,Hybrid,HCL Technologies,27-04-2023,Gurshaiganj,Uttar Pradesh,Unpaid,Immediately,3 Months,2,02-05-2023,"Terraform, CI/CD, Linux, Azure"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,27-04-2023,Bindki,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"Deep Learning, Scikit-learn, NLP, Python, PyTorch"
Web Development Intern,Hybrid,Accenture,27-04-2023,Sikandarpur,Uttar Pradesh,1500 /month,Immediately,1 Months,1,29-04-2023,"MongoDB, JavaScript, HTML, PHP, Node.js"
Mobile App Development Intern,Remote,Capgemini,27-04-2023,Shikohabad,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-04-2023,"Kotlin, Swift, Dart, Flutter, Java"
UI/UX Design Intern,Hybrid,IBM India,27-04-2023,Ghatampur,Uttar Pradesh,Unpaid,Immediately,2 Months,10,31-05-2023,"Sketch, Wireframing, Figma"
DevOps Intern,Hybrid,Cognizant,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,4,06-05-2023,"Linux, Kubernetes, Git"
Blockchain Intern,Remote,Oracle India,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,3,06-05-2023,"Web3, Solidity, Ethereum"
Software Development Intern,Remote,Infosys,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,3,06-05-2023,"C++, Git, OOP, Java, Problem Solving"
Data Science Intern,Hybrid,TCS,27-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,3,06-05-2023,"Power BI, Pandas, Python, Statistics"
Cybersecurity Intern,Remote,Wipro,27-04-2023,Kushinagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2,30-04-2023,"Ethical Hacking, Linux, Firewalls, Networking"
Cloud Computing Intern,Remote,HCL Technologies,27-04-2023,Basti,Uttar Pradesh,Unpaid,Immediately,2 Weeks,6,29-04-2023,"Kubernetes, Docker, Terraform, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,27-04-2023,Chitrakoot,Uttar Pradesh,Unpaid,Immediately,1 Months,5,05-05-2023,"PyTorch, NLP, Scikit-learn, Deep Learning"
Web Development Intern,Remote,Accenture,27-04-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,10,31-05-2023,"HTML, MongoDB, JavaScript, PHP"
Mobile App Development Intern,Remote,Capgemini,27-04-2023,Chitrakoot,Uttar Pradesh,Unpaid,Immediately,1 Months,5,10-06-2024,"Kotlin, Dart, React Native"
UI/UX Design Intern,Remote,IBM India,27-04-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,10,15-05-2023,"Figma, Adobe XD, Sketch"
DevOps Intern,Remote,Cognizant,27-04-2023,Garhipukta,Uttar Pradesh,Unpaid,Immediately,2 Months,1,03-06-2023,"Docker, Linux, Git, CI/CD"
Blockchain Intern,Hybrid,Oracle India,27-04-2023,Nakur,Uttar Pradesh,10000 /month,Immediately,1 month,1,05-11-2023,"Web3, Smart Contracts, Solidity, Ethereum, Cryptography"
Software Development Intern,Remote,Infosys,27-04-2023,Kanpur,Uttar Pradesh,Unpaid,Immediately,6 Months,1,04-05-2023,"C++, SQL, Java"
Data Science Intern,Hybrid,TCS,27-04-2023,Siddharthnagar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,31-10-2024,"Machine Learning, Power BI, Python, Statistics, R"
Cybersecurity Intern,Remote,Wipro,27-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023,"Linux, Firewalls, Cryptography, Security Tools, Networking"
Cloud Computing Intern,Hybrid,HCL Technologies,27-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023,"Kubernetes, Azure, Linux, Docker, AWS"
AI & Machine Learning Intern,Remote,Tech Mahindra,27-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,2,27-04-2023,"TensorFlow, Deep Learning, NLP"
Web Development Intern,Hybrid,Accenture,27-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,8 Weeks,4,05-05-2023,"React, MongoDB, HTML, Node.js"
Mobile App Development Intern,Hybrid,Capgemini,27-04-2023,Harduaganj,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023,"Kotlin, Dart, Flutter, Swift"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Cuddapah,Andhra Pradesh,Unpaid,Immediately,3 Months,10,30-04-2023,"User Research, Sketch, Prototyping, Figma, Adobe XD"
DevOps Intern,Remote,Cognizant,28-04-2023,Bijnore,Uttar Pradesh,6000 /month,Immediately,2 Months,2,18-05-2023,"CI/CD, Docker, Kubernetes"
Blockchain Intern,Remote,Oracle India,28-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023,"Cryptography, Smart Contracts, Ethereum"
Software Development Intern,Remote,Infosys,28-04-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,01-05-2023,"Problem Solving, OOP, SQL, Python, Java"
Data Science Intern,Remote,TCS,28-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023,"Machine Learning, Python, Pandas, Power BI"
Cybersecurity Intern,Remote,Wipro,28-04-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023,"Linux, Firewalls, Networking, Ethical Hacking, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,28-04-2023,Ghazipur,Uttar Pradesh,Unpaid,Immediately,2 Months,10,30-05-2023,"Terraform, Docker, CI/CD"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,28-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,5,15-05-2023,"Python, TensorFlow, PyTorch, NLP"
Web Development Intern,Hybrid,Accenture,28-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,1 Months,5,30-04-2023,"Node.js, HTML, React, JavaScript, CSS"
Mobile App Development Intern,Remote,Capgemini,28-04-2023,Mau,Uttar Pradesh,Unpaid,Immediately,3 Months,3,04-05-2023,"Kotlin, React Native, Dart, Swift, Flutter"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,2 Months,25,31-05-2023,"Wireframing, Adobe XD, Prototyping"
DevOps Intern,Hybrid,Cognizant,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,2 Weeks,6,09-04-2024,"Git, Docker, CI/CD, Linux"
Blockchain Intern,Remote,Oracle India,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Cryptography, Web3, Solidity, Ethereum, Hyperledger"
Software Development Intern,Remote,Infosys,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,02 Months,1,31-03-2025,"C++, Git, Java, SQL"
Data Science Intern,Remote,TCS,28-04-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,3 Months,6,05-03-2024,"Power BI, SQL, Statistics, TensorFlow, Python"
Cybersecurity Intern,Remote,Wipro,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,5,25-05-2023,"Firewalls, Ethical Hacking, Linux"
Cloud Computing Intern,Hybrid,HCL Technologies,28-04-2023,Raibareli,Uttar Pradesh,Unpaid,Immediately,1 Months,5,10-05-2023,"Azure, Docker, Terraform, CI/CD"
AI & Machine Learning Intern,Remote,Tech Mahindra,28-04-2023,Sahaswan,Uttar Pradesh,Unpaid,Immediately,2 Months,2,25-05-2023,"NLP, Deep Learning, PyTorch, Scikit-learn, Python"
Web Development Intern,Hybrid,Accenture,28-04-2023,Salon,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023,"JavaScript, React, MongoDB, Node.js, PHP"
Mobile App Development Intern,Remote,Capgemini,28-04-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,29-04-2023,"Java, Swift, Kotlin, React Native, Dart"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Raibareli,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023,"User Research, Figma, Adobe XD, Wireframing"
DevOps Intern,Hybrid,Cognizant,28-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2,05-05-2023,"CI/CD, Jenkins, Linux"
Blockchain Intern,Hybrid,Oracle India,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,1 month,6,09-05-2023,"Smart Contracts, Ethereum, Solidity, Hyperledger, Web3"
Software Development Intern,Hybrid,Infosys,28-04-2023,Akbarpur,Uttar Pradesh,2500 /month,Immediately,3 Months,1,10-05-2023,"SQL, Java, Python"
Data Science Intern,Hybrid,TCS,28-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"Machine Learning, TensorFlow, Pandas, Python, R"
Cybersecurity Intern,Hybrid,Wipro,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Security Tools, Ethical Hacking, Cryptography, Firewalls"
Cloud Computing Intern,Remote,HCL Technologies,28-04-2023,Jammu,Jammu And Kashmir,11000 /month,Immediately,2 Months,50,10-05-2023,"Kubernetes, Azure, Docker"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,28-04-2023,Banat,Uttar Pradesh,Unpaid,Immediately,2 Months,1,01-06-2023,"Python, Deep Learning, PyTorch"
Web Development Intern,Remote,Accenture,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"MongoDB, HTML, Node.js, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,28-04-2023,Pratabgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"React Native, Kotlin, Swift, Flutter"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Shamli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,01-06-2023,"Prototyping, Figma, Adobe XD, Sketch, User Research"
DevOps Intern,Remote,Cognizant,28-04-2023,Modinagar,Uttar Pradesh,Unpaid,Immediately,1 Months,5,22-05-2023,"Docker, CI/CD, Git, Kubernetes, Linux"
Blockchain Intern,Remote,Oracle India,28-04-2023,Aliganj,Uttar Pradesh,Unpaid,Immediately,1 Months,2,12-06-2023,"Ethereum, Web3, Hyperledger"
Software Development Intern,Remote,Infosys,28-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Java, C++, Python, OOP"
Data Science Intern,Remote,TCS,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"R, Statistics, Python, Machine Learning"
Cybersecurity Intern,Remote,Wipro,28-04-2023,Shamli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,24-06-2023,"Firewalls, Security Tools, Ethical Hacking, Networking, Cryptography"
Cloud Computing Intern,Hybrid,HCL Technologies,28-04-2023,Kunda,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Azure, Docker, CI/CD"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,28-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"PyTorch, Python, Deep Learning, Scikit-learn, NLP"
Web Development Intern,Remote,Accenture,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-07-2024,"HTML, Node.js, JavaScript"
Mobile App Development Intern,Remote,Capgemini,28-04-2023,Jhinjhana,Uttar Pradesh,Unpaid,Immediately,2 Months,1,01-06-2023,"Flutter, Swift, React Native"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Figma, Prototyping, Adobe XD, Sketch"
DevOps Intern,Hybrid,Cognizant,28-04-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,5,10-05-2023,"Git, Docker, Kubernetes, Jenkins, CI/CD"
Blockchain Intern,Hybrid,Oracle India,28-04-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,9 Weeks,1,20-05-2023,"Solidity, Cryptography, Hyperledger"
Software Development Intern,Hybrid,Infosys,28-04-2023,Gohand Hamirpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-04-2023,"Git, Java, Problem Solving, Python"
Data Science Intern,Remote,TCS,28-04-2023,Mau,Uttar Pradesh,Unpaid,Immediately,4 Months,5,06-05-2023,"Power BI, TensorFlow, Python, SQL"
Cybersecurity Intern,Remote,Wipro,28-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,1,11-05-2023,"Networking, Linux, Ethical Hacking, Cryptography, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,28-04-2023,Kairana,Uttar Pradesh,Unpaid,Immediately,2 Months,2,01-06-2023,"Linux, CI/CD, AWS"
AI & Machine Learning Intern,Remote,Tech Mahindra,28-04-2023,Bisauli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Scikit-learn, Deep Learning, NLP, TensorFlow"
Web Development Intern,Remote,Accenture,28-04-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,1 Weeks,1,28-04-2023,"MongoDB, React, Node.js"
Mobile App Development Intern,Remote,Capgemini,28-04-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023,"Swift, Java, React Native"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,1,13-05-2023,"Figma, Sketch, Adobe XD, Wireframing, User Research"
DevOps Intern,Hybrid,Cognizant,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Linux, Git, Docker"
Blockchain Intern,Remote,Oracle India,28-04-2023,Raibareli,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023,"Smart Contracts, Web3, Hyperledger, Ethereum"
Software Development Intern,Hybrid,Infosys,28-04-2023,Kaushambi,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-04-2023,"Problem Solving, C++, Python, Java, Git"
Data Science Intern,Remote,TCS,28-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,2,15-05-2023,"Power BI, Pandas, R"
Cybersecurity Intern,Remote,Wipro,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Linux, Ethical Hacking, Security Tools, Networking, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,28-04-2023,Etawah,Uttar Pradesh,Unpaid,Immediately,2 Months,6,09-05-2023,"Terraform, Docker, AWS"
AI & Machine Learning Intern,Remote,Tech Mahindra,28-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,2 Months,10,30-04-2023,"NLP, Deep Learning, Scikit-learn"
Web Development Intern,Hybrid,Accenture,28-04-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,30-04-2023,"Node.js, CSS, HTML, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,28-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,2,20-05-2023,"Flutter, Swift, Java, Dart, React Native"
UI/UX Design Intern,Hybrid,IBM India,28-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023,"Figma, Sketch, User Research"
DevOps Intern,Hybrid,Cognizant,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-07-2024,"Linux, Jenkins, CI/CD, Git, Docker"
Blockchain Intern,Remote,Oracle India,28-04-2023,Ghosi Mau,Uttar Pradesh,5000 /month,Immediately,6 Months,1,29-04-2023,"Web3, Solidity, Ethereum, Smart Contracts"
Software Development Intern,Remote,Infosys,28-04-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023,"C++, Git, Problem Solving, Python"
Data Science Intern,Hybrid,TCS,28-04-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023,"Pandas, Statistics, SQL, Power BI"
Cybersecurity Intern,Hybrid,Wipro,28-04-2023,Bharwari,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-04-2023,"Ethical Hacking, Linux, Security Tools, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,28-04-2023,Sikandra Rao,Uttar Pradesh,Unpaid,Immediately,6 Months,1,19-05-2023,"CI/CD, Linux, Docker, Terraform, AWS"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,28-04-2023,Gunnaur,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023,"Deep Learning, NLP, TensorFlow, Scikit-learn, Python"
Web Development Intern,Remote,Accenture,28-04-2023,Purdilnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"JavaScript, React, Node.js, CSS, MongoDB"
Mobile App Development Intern,Hybrid,Capgemini,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"React Native, Java, Swift"
UI/UX Design Intern,Hybrid,IBM India,28-04-2023,Budaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Sketch, Figma, Prototyping, Adobe XD"
DevOps Intern,Remote,Cognizant,28-04-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,29-04-2023,"Git, Linux, CI/CD, Kubernetes"
Blockchain Intern,Hybrid,Oracle India,28-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Hyperledger, Web3, Smart Contracts"
Software Development Intern,Hybrid,Infosys,28-04-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023,"Java, SQL, Python"
Data Science Intern,Hybrid,TCS,28-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,1 Months,5,30-04-2023,"R, TensorFlow, Machine Learning"
Cybersecurity Intern,Hybrid,Wipro,28-04-2023,Azamgarh,Uttar Pradesh,Unpaid,Immediately,1 Months,5,30-04-2023,"Networking, Security Tools, Firewalls"
Cloud Computing Intern,Remote,HCL Technologies,28-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,4,05-05-2023,"CI/CD, Linux, Terraform, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,28-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,05-05-2023,"TensorFlow, Deep Learning, PyTorch"
Web Development Intern,Remote,Accenture,28-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023,"React, JavaScript, PHP, CSS, Node.js"
Mobile App Development Intern,Remote,Capgemini,28-04-2023,Nawabganj,Uttar Pradesh,10000 /month,Immediately,1 Months,1,28-04-2023,"Java, Dart, React Native, Flutter, Kotlin"
UI/UX Design Intern,Remote,IBM India,28-04-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,06-05-2023,"Sketch, Figma, Prototyping, User Research, Adobe XD"
DevOps Intern,Remote,Cognizant,28-04-2023,Kusmara,Uttar Pradesh,Unpaid,Immediately,1 Weeks,5,11-05-2023,"Jenkins, CI/CD, Linux, Git"
Blockchain Intern,Hybrid,Oracle India,28-04-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,5,01-05-2023,"Solidity, Web3, Hyperledger"
Software Development Intern,Remote,Infosys,29-04-2023,Aligarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-06-2024,"SQL, OOP, Git, Python"
Data Science Intern,Remote,TCS,29-04-2023,Bhognipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,05-05-2023,"Power BI, Machine Learning, Python"
Cybersecurity Intern,Remote,Wipro,29-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,2,30-04-2023,"Networking, Firewalls, Linux"
Cloud Computing Intern,Remote,HCL Technologies,29-04-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-05-2023,"Terraform, CI/CD, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,29-04-2023,Meerut,Uttar Pradesh,Unpaid,Immediately,2 Months,1,26-04-2024,"NLP, Deep Learning, Python, Scikit-learn, PyTorch"
Web Development Intern,Hybrid,Accenture,29-04-2023,Kamalganj,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-05-2023,"MongoDB, CSS, Node.js, JavaScript, HTML"
Mobile App Development Intern,Remote,Capgemini,29-04-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,31-05-2023,"Swift, Java, Flutter"
UI/UX Design Intern,Hybrid,IBM India,29-04-2023,Chunar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,20-05-2023,"Prototyping, Wireframing, Adobe XD, Sketch, User Research"
DevOps Intern,Hybrid,Cognizant,29-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,1,20-05-2023,"Git, Linux, Docker"
Blockchain Intern,Hybrid,Oracle India,29-04-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Solidity, Web3, Ethereum, Hyperledger, Cryptography"
Software Development Intern,Hybrid,Infosys,29-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,2,15-05-2023,"OOP, Git, SQL"
Data Science Intern,Remote,TCS,29-04-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,7,01-06-2023,"SQL, Power BI, R"
Cybersecurity Intern,Remote,Wipro,29-04-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,21-10-2024,"Security Tools, Linux, Firewalls, Ethical Hacking, Cryptography"
Cloud Computing Intern,Hybrid,HCL Technologies,29-04-2023,Awagarh Etha,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023,"Terraform, Linux, Azure, CI/CD"
AI & Machine Learning Intern,Remote,Tech Mahindra,29-04-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,3,20-05-2023,"Scikit-learn, Python, NLP, Deep Learning, PyTorch"
